,text,label
256,what instrument is ray charles best known for playing,1
257,what is the meaning of the latin battle cry ad arma ad arma,0
258,what is the mascot for notre dame university,1
259,what las vegas hotel burned in november 1980 with the loss of 84 lives,4
260,when did mount st helen last have a significant eruption,5
261,cnn is the abbreviation for what,2
262,when did world war i start,5
263,how many feet are there in a fathom,5
264,what is a canada twopenny black,0
265,what european city do nicois live in,4
266,how can i find out what year a beanie baby was introduced,0
267,what is the classic definition of tragic hero,0
268,to what does microsoft s windows 3 owe its success,1
269,who was president of afghanistan in 1994,3
270,what are other ways of getting stretch marks besides pregnancy weight loss and weight lifting,1
271,what did brontosauruses eat,1
272,what color bottles do good rhine wines come in,1
273,who was the lead actress in the movie sleepless in seattle,3
274,who was the 16th president of the united states,3
275,who are the two sons of ozzie and harriet nelson,3
276,what is molybdenum,0
277,when is boxing day,5
278,what is the lowest level of the american judiciary,1
279,when was the battle of the somme fought,5
280,how many people did randy craft kill,5
281,what is the official animal of canada,1
282,when did spielberg direct jaws,5
283,what is the size of the largest akita,5
284,what animal has the biggest eyes,1
285,what is california s capital,4
286,who was the author of the book about computer hackers called the cuckoo s egg tracking a spy through the maze of computer espionage,3
287,who was the founding member of the pink floyd band,3
288,what european country is home to the beerproducing city of budweis,4
289,how do i find the balance of my social security account,0
290,what is the history of valentine s day cards,0
291,where was christopher columbus born,4
292,what do italians call florence,1
293,how do you get to the top of the eiffel tower,0
294,what does psi stand for,2
295,what sea did the romans call mare nostrum,4
296,what is the term for a bet before cards are dealt,1
297,which came first according to genesis 1 2 22 the chicken or the egg,1
298,what city did the flintstones live in,4
299,what is latin for incompetent,1
300,what chemicals are used in lethal injection,1
301,what toy company is the world s no1 maker of female apparel,3
302,what board game does a woodpusher play poorly,1
303,which doonesbury character was likely to turn into a werewolf,3
304,what is the abbreviation for micro,2
305,what are the 7 articles of the constitution,1
306,who has won the most super bowls,3
307,what does nasdaq stand for,2
308,what is bph,2
309,what is the fastest commercial automobile that can be bought in the us,1
310,what stadium do the miami dolphins play their home games in,4
311,who has the only speaking role in silent movie,3
312,why is poop sometimes different colors,0
313,what was einstein s iq,5
314,what day was pearl harbor attacked in 1942,5
315,what girl s name is teddy an affectionate form of,3
316,what state is john f kennedy buried in,4
317,what is the best way to remove wallpaper,1
318,what us state has an element named for it,4
319,what company tabulates the ballots in voting for the academy awards,3
320,how did the tradition of best man start,0
321,how many years ago did the ship titanic sink,5
322,what is the deepest area of the arctic ocean,4
323,what are halloween s colors,1
324,how is silk screening done,0
325,what is the latitude and longitude of el paso texas,5
326,who made a boat out of gopher wood,3
327,where can i find a fifth element screensaver,4
328,which bloom county resident wreaks havoc with a computer,3
329,how do you match a name to a social security number,0
330,how does a rainbow form,0
331,what is the normal resting heart rate of a healthy adult,5
332,what is the population of ohio,5
333,how many calories are there in a big mac,5
334,hazmat stands for what,0
335,what creature scares people in the film jaws,1
336,what part did john peter zenger play in the deveopment of the newspaper in america,3
337,who followed caesar,3
338,what are the four elements,1
339,who was the first woman golfer to earn a million,3
340,what is the tallest piece on a chessboard,1
341,what is answerscom s address,4
342,where can i buy movies on videotape online,4
343,who does the advertizing for fritolay,3
344,who is the leading competitor of trans union company,3
345,what product did robert conrad dare people to knock off his shoulder,1
346,who invented the radio,3
347,what is the american dollar equivalent for 8 pounds in the uk,5
348,what are the different approaches of systems analysis,1
349,how do doctors diagnose bone cancer,0
350,who is the man behind the pigthe man who pulls the strings and speaks for miss piggy,3
351,what is the speed of the mississippi river,5
352,what are the developmental stages of a swimmer,1
353,what actor first portrayed james bond,3
354,what ocean is the largest in the world,4
355,who was the first american poet to win the nobel prize for literature in 1948,3
356,what year did jack nicklaus join the professional golfers association tour,5
357,how many sonnets did shakespeare write,5
358,what causes the redness in your cheeks when you blush,0
359,who won the nobel peace prize in 1991,3
360,who are the challengers of the unknown,3
361,define the pheonix club,0
362,which city did christian crusaders fight to recapture from the muslims,4
363,what does it mean rupee depreciates,0
364,what gaming devices were dubbed mississippi marbles and memphis dominoes,1
365,who was the first coach of the cleveland browns,3
366,how successful is arometherapy,0
367,what jewish holiday saw the start of the 1973 mideast war,1
368,how does a copier work,0
369,what is the speed of the mississippi river,5
370,who said of super bowl iii in 1969 we will win i guarantee it,3
371,what is dudley doright s horse s name,1
372,who declared i am down on whores and i shall not stop ripping them,3
373,where does chocolate come from,4
374,what tv game show once saw a contestant admit to picking his toes in the shower,1
375,what soviet leader owned a rollsroyce,3
376,where can i find a case on individuals with disabilities education act of 1991,4
377,what war did florence nightingale tend the troops in,1
378,who wrote the song stardust,3
379,how many beatles records went 1,5
380,who is the only prime minister of canada to serve 22 years but not necessarily consecutively,3
381,what is the abbreviation of the company name general motors,2
382,what mountains lie between the arkansas and missouri rivers,4
383,who received the will rogers award in 1989,3
384,what is the function of ram,0
385,what is the closest g2 spectrum yellow dwarf to earth,4
386,how many equal angles are there in an isosceles triangle,5
387,what is the fear of cockroaches called,1
388,what cbs soap opera was interrupted by the bulletin of john f kennedy s assassination,1
389,what is the use of a 24hour clock instead of a 12hour clock,0
390,what was the name of the lawyer who represented randy craft,3
391,what united states president had dreamed that he was assassinated,3
392,what film did lee marvin win the 1965 best actor oscar for,1
393,where is basque country located,4
394,what product does mrs olsen promote,1
395,what time of day did emperor hirohito die,5
396,what is dry ice,0
397,what is the most powerful card in euchre,1
398,what does intractable plantar keratoma mean,0
399,how many years did it take james joyce to write ulysses,5
400,what crop failure caused the irish famine,1
401,what south korean city is served by kimpo international airport,4
402,how many types of dogs tails are there three,5
403,what is the longestrunning television series,1
404,what predators exist on antarctica,1
405,what is the difference between a generator and an alternator,0
406,how is energy created,0
407,what beer advertised that it had three rings,1
408,what is the quantity of american soldiers still unaccounted for from the vietnam war,5
409,what golfing accessory was patented by george grant on december 12,1
410,what are the different types of plastic,1
411,how is it correct to say qigong,0
412,what was the highest mountain on earth before mount everest was discovered,4
413,where was the ligurian republic 1797185,4
414,what country s people are the top television watchers,4
415,when was the women s suffrage amendment ratified,5
416,what polynesian people inhabit new zealand,3
417,what movie tour of the roman empire features the admonition row well and live,1
418,what nevada center has been dubbed the biggest little city in the world,4
419,what president lived at 219 north delaware street independence missouri,3
420,give a reason for american indians oftentimes dropping out of school,0
421,where must a soccer goalie stand to be permitted to handle the ball,4
422,what is the difference between classical conditioning and operant conditioning,0
423,in what us state was the first woman governor elected,4
424,what are some interesting facts and information about dogsledding,0
425,what year did hitler die,5
426,what famous model was married to billy joel,3
427,what kind of animal is babar,1
428,what is jane goodall known for,0
429,what killed bob marley,1
430,how much money are dumbo s ears insured for,5
431,who danced into stardom with fred astaire in 1941 s you will never get rich,3
432,who is stein eriksen,3
433,what does the name billie mean,0
434,who is the fastest swimmer in the world,3
435,what is the highest peak in africa,4
436,where is procter gamble headquartered in the us,4
437,what desert has been called the garden of allah,4
438,what do bicornate animals have two of,1
439,what function does a community s water tower serve,0
440,what is a fear of weakness,1
441,how many miles is it to ohio from north carolina,5
442,how much snow equals an inch of rain,5
443,what does gmt stand for,2
444,what does inuit and eskimo mean,0
445,what song served as the closing theme of the johnny cash show,1
446,what field sport did dentist william beers promote and write a standard book of rules for,1
447,how do i tie dye clothes,0
448,when does the average teenager first have intercourse,5
449,why does not wwwanswerscom have any answers to my questions,0
450,what actor s autobiography is titled all my yesterdays,3
451,what russian master spy lived in the us under the name emil goldfus,3
452,where is the 19th hole on a golf course,4
453,what is nature s purpose for tornadoes,0
454,who played the original charlie s angels,3
455,where can i find a person s address from a telephone number,4
456,what english word comes from the old french covrefeu meaning cover fire,1
457,what musical instrument did prewitt play in james jones s from here to eternity,1
458,where did sarge steel get his metal hand,4
459,what makes popcorn pop,0
460,who wrote the night of the iguana,3
461,where does your hair grow the fastest,1
462,what country did king gustav v reign over from 197 to 195,4
463,who painted mother and child,3
464,what is the speed of the mississippi river,5
465,in what area of the world was the six day war fought,4
466,what is the brightest star visible from earth,4
467,what film marked robert redford s directorial debut,1
468,what was mao s second name,3
469,what film or films has jude law appeared in,1
470,where do hyenas live,4
471,who is the queen mother,3
472,what is the most commonlyspoken language in belgium,1
473,who has more dna a man or a woman,3
474,what are maidrites,0
475,what children s tale contains the line come cinderslut and hold this skein of wool for me,1
476,what level of government or governmental agency is responsible for dealing with racism,3
477,how many referees work a soccer game,5
478,what cocktail do you concoct with whisky and sweet vermouth,1
479,how do you say fresh in spanish,1
480,what do bee hives do in cranberry bogs,0
481,what caused the lynmouth floods,0
482,when is the tulip festival in michigan,5
483,who came up with the name el nino,3
484,what movie did madilyn kahn star in with gene wilder,1
485,what type of bridge is the golden gate bridge,1
486,what dictator has the nickname el maximo,3
487,what stereo manufacturer is slightly ahead of its time,3
488,what us city is the queen of the pacific,4
489,what tv sitcom character had the maiden name ethel potter,3
490,what was the first lifesaver flavor,1
491,who kept the most famous diary in the english language,3
492,where can i find out the top 1 singles,4
493,how many degrees cooler is the inside of a cucumber than the air outside,5
494,what spanish artist painted crucifixion,3
495,what is the jewish bible called,1
496,why is the grass green,0
497,what is a firewall,0
498,what spy novelist served as moscow correspondent for reuter and the times of london,3
499,which oil company almost picked a word that meant stalled car in japanese as its new international name,3
500,how long does it take for spiderman s web to evaporate,5
501,who was randy steven craft s lawyer,3
502,what was known as the spice island,4
503,who was the first host of person to person,3
504,name the ranger who was always after yogi bear,3
505,what deck of cards includes the wheel of fortune the lovers and death,1
506,what does the statue of liberty wear on her feet,1
507,who is the superstar in rentacars,3
508,mccarren airport is located in what city,4
509,what household facility contains a float ball ballcock and overflow tube,1
510,what was the name of betty boop s dog,1
511,what fraction of a beaver s life is spent swimming,5
512,what was the bridge of san luis rey made of,1
513,what do economists do,0
514,what country has the largest sheep population,4
515,what do i need to do to take my dog with me to live in dominica west indies for a year,0
516,what country is the world s largest importer of cognac,4
517,how many years is johnnie walker black label aged,5
518,what does sids stand for,2
519,what is grenada s main commodity export,1
520,how much would a blackandwhite 1cent stamp be worth thomas jefferson on it,5
521,what makes a clitoris sensitive,0
522,what country has the most time zones with 11,4
523,what magic does mandrake employ,1
524,who is the president of stanford university,3
525,whose first presidential order was let us get this goddamn thing airborne,3
526,what was introduced commercially by bayer ag of leverkusen in 1899,1
527,what city is logan airport in,4
528,what is a nanometer,0
529,how many innings are there in a regulation softball game,5
530,when did cnn go on the air,5
531,what is the largest city on the great lakes,4
532,what is the telephone number for the university of kentucky,5
533,who invented baseball,3
534,how many wives did brigham young have,5
535,what product on the market is good for hiding facial scars,1
536,how long is the coney island boardwalk,5
537,what city gained renown for its peasoup fogs,4
538,what does janelle mean,0
539,how do i get another city s newspaper,0
540,name a movie about the sioux indians starring kevin costner,1
541,who was shot in the back during a poker game in deadwood the dakota territory,3
542,what are the distinct physical characterstics of the arabian horse,0
543,what is a fear of thunder,1
544,what animal has killed the most people,1
545,how many colleges are in wyoming,5
546,what russian seaport has a name meaning lord of the east,4
547,where can stocks be traded online,4
548,when was the battle of hastings,5
549,what kind of file has the extension dbf,1
550,when did muhammad live,5
551,what thenderogatory term was applied to the painters monet sisley pissarro renoir and degas,1
552,what is a wop,0
553,where do rocks come from,0
554,how do i stop background noise in a car stereo,0
555,where do people mountain climb in nepal,4
556,what is the best college in the country,3
557,what is viscosity,0
558,what was the name of the sitcom that alyssa milano starred in with tony danza,1
559,what are the nordic nations,4
560,where on the internet can i get information about the fifth amendment on the american bill of rights,4
561,what us state borders illinois to the north,4
562,name a film in which jude law acted,1
563,what is the temperature for baking peachy oat muffins,5
564,what is a fear of bees,1
565,what vladimir nabokov novel features professor humbert in love with a 12yearold girl,1
566,what is a green bog,0
567,where did the myth of santa claus originate,4
568,what does a chairbound basophobic fear,1
569,what city is served by logan international airport,4
570,what wrestling star became the incredible hulk,3
571,what attracts tourists to reims,4
572,what game do steve mcqueen and edward g robinson play in the cincinnati kid,1
573,what fastener did whitcomb judson patent in 1893,1
574,what is an auberge in france,0
575,who was the star of the 1965 broadway hit golden boy,3
576,where is procter gamble based in the us,4
577,what army was founded by william booth and his wife catherine,3
578,what does ribavirin consist of,1
579,name the soft drink that is number one in the sun,1
580,what is the web address of the list of email addresses of members of the house of representatives,4
581,what was her real name,3
582,why are the ears your center of balance,0
583,who invented the toothbrush,3
584,what was the name of that popular song the creeps sang,1
585,where is the abominable snowman said to wander,4
586,what is a fear of being alone,1
587,how many dots make up the symbol for because,5
588,what do you get by adding lactobacillus bulgaricus to milk,1
589,when reading classified ads what does eenty other stand for,2
590,how many hearts does an octopus have,5
591,what plant has the largest seed,1
592,what was the only country you were allowed to drive into israel from in 1979,4
593,what is approaching when a cyclist shouts oil,1
594,what baseball star turned down a 1 000ayear contract because he felt he had nt earned it,3
595,what kind of sport is often associated with hooligans,1
596,what video game hero do some of his fans call chomper,3
597,how many holes are there in a tenpin bowling ball,5
598,what is the longest word in the english language,1
599,in what city or state do the most gay men live in,4
600,what tv comediennes s characters include former movie star nora desmond secretary mrs wiggins and a housewife named eunice,3
601,what is the bear of beers,1
602,name the operating system that runs on ibmcompatible machines,1
603,what does the name justin mean,0
604,what percentage of the body is muscle,5
605,what color of dry wine should be served with veal roasts and chops,1
606,what is a golf ball made of,1
607,what is the amish religion,0
608,what does an average daycare provider get paid in new england,5
609,what was the name of the 187s irish terrorist group in pennsylvania mining areas,3
610,who played the ringo kid in the 1939 film stagecoach,3
611,who died 1 feet from where john f kennedy did,3
612,what is the coppertop battery,0
613,what sign is the water carrier the zodiacal symbol for,1
614,what animals do you find in the stock market,1
615,what is color,0
616,when is the site wwwquestionscom going to open,5
617,what did shostakovich write for rostropovich,1
618,what first name was nipsy russell given at birth,3
619,how can i get some free technical information on electric vehicle,0
620,who is the youngest of the beatles,3
621,how did shipyard inspector james j kilroy designate equipment as being satisfactory,0
622,what is a jellicle cat,0
623,where can i find the best free evidence for debate about russia,4
624,what is bill gates of microsoft email address,4
625,what is the second hardest substance,1
626,why did several san diego schools stop serving apples to students,0
627,what russian city boasts the hermitage museum,4
628,when is bastille day,5
629,what makes a tornado turn,0
630,how many shots can a stock m16 hold,5
631,what two colors are you blind to if you suffer from protanopia,1
632,why do nt you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize,0
633,who is coronado,3
634,what was the name of the movie that starred sharon stone and arnold schwarzenegger,1
635,what is artificial intelligence,0
636,what do flatfish eat,1
637,who was the first holy roman emperor,3
638,what can i use to remove the stubborn gummed labels from some diskettes,1
639,what day of the week sees the most fatal car accidents,5
640,what is the origin of the word magic,0
641,what sport do you shag flies in,1
642,what is white chocolate,0
643,where is trinidad,4
644,name the organization that is presided by a security council,3
645,who graced the airwaves with such pearls as do ya looove me get naked baby,3
646,what kind of wine is spumante,1
647,who portrayed portly criminologist carl hyatt on checkmate,3
648,how do you say i love you in spanish,1
649,what does the name gina mean,0
650,what is the most advanced handheld calculator in the world,1
651,how fast is light,5
652,what is the belt of low pressure around the equator called,1
653,what are shooting stars,0
654,whom did the chicago bulls beat in the 1993 championship,3
655,when was the first american encyclopedia published,5
656,what is the tallest building in new york city,4
657,how is easter sunday s date determined,0
658,what is the motto for the state of maryland,0
659,who is desmond tutu,3
660,where can i find information on the narragansett indians and other tribes in rhode island,4
661,name a tiger that is extinct,1
662,how many quarters equal a pound,5
663,what kind of books does fodor s publish,1
664,what are the first names of rowan and martin the stars of tv s laughin,3
665,what chapter of the bible has the most verses,5
666,who is the worst us president ever,3
667,what asian leader was known as the little brown saint,3
668,what is the abbreviated expression for the national bureau of investigation,2
669,how fast does the fastest car go,5
670,what is the highest mountain in the world,4
671,what arch can you see from the place de la concorde,4
672,who sings the song drink to me with thine eyes by ben johnson,3
673,how long should a person wash their hands before they are clean,5
674,which way do you turn your bic to increase the flame clockwise or counterclockwise,4
675,which is the wealthiest country in the world,4
676,how can i find a phone number of someone if i only know their email address,0
677,how can you contact play producers and promoters online,0
678,who is the monarch of the united kingdom,3
679,what is a fear of passing high objects,1
680,what do players try to do when the music stops in a game of musical chairs,0
681,what are the top ten most common girl names in the us,3
682,why is black the color of mourning in the west,0
683,what is the rarest coin,1
684,what judith rossner novel was made into a film starring diane keaton,1
685,which country is australia s largest export market,4
686,where is the kentucky horse park located,4
687,what is a fear of parasites,1
688,in what olympic games did nadia comaneci become popular,1
689,who does data collection in tourism,3
690,what was the name of the daughter of the virginia chief powhatan that married john rolfe,3
691,what is the leading pecan and peanut growing state,4
692,what does a nihilist believe in,0
693,what did richard feynman say upon hearing he would receive the nobel prize in physics,0
694,in what sport are these following numbers relevant 118 126 134 142 15 158 167 177 and 19,1
695,who were the four famous founders of united artists,3
696,what 2 statues did france give to other countries,1
697,what are amphibians,0
698,how many sperm cells are in an average ejaculation,5
699,name the disposable razor that costs about 19 cents,1
700,how far do you have to run if you hit a home run,5
701,who was the only us president to wear a nazi uniform,3
702,woodrow wilson served as president of what university,3
703,where are the tropical rain forest distributions,4
704,what is the nickname of oddsmaker jimmy snyder,3
705,what is the fear of being loved,1
706,what was the number of people that randy steven craft was convicted of killing,5
707,what was queen victoria s title regarding india,3
708,how is a hydrogen bomb different from a nuclear bomb,0
709,how far can a man travel in outer space,5
710,where was lincoln assassinated,4
711,what type of food makes you fat,1
712,what is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body,1
713,what was the us highway death toll in 1969,5
714,what kind of animals are dorsets lincolns oxfords and southdowns,1
715,what are the shortest and the longest songs ever produced,1
716,what letter is to the right of k on a typewriter keyboard,1
717,what is the origin and the meaning of the name hajo,0
718,what is the plural of gulf,1
719,whose autobiography is titled yes i can,3
720,what year did the united states pass the copyright law,5
721,what percentage of americans own their homes,5
722,what is the first day of the week,5
723,what city was president william mckinley shot in,4
724,what city has the world s longest subway system,4
725,who claimed he killed 4 280 buffalo as food for the crew building the kansas pacific railway,3
726,what is bombay duck,0
727,how many degrees cooler is the inside of a cucumber than the air outside,5
728,what double talking professor holds a doctorate in nothing,3
729,what are the five most expensive cities in the world,4
730,what 19thcentury writer had a country estate on the hudson dubbed sunnyside,3
731,how many layers of yellow paint is a faber mongol pencil lucky enough to be sprayed with,5
732,what is a virtual ip address,0
733,what was the name of the cook on rawhide,3
734,what county is chicago in,4
735,what is the wingspan of a condor,5
736,what facial feature typically contains about 55 hairs,0
737,who was named admiral of the ocean seas and viceroy and governor general of all the islands he might discover and also granted 10 of all profits of his voyage,3
